IDCliente,Dependentes,MesesComoCliente,TipoContrato,FormaPagamento,TotalGasto
9802-CAQUT,Sim,72,2 anos,CartaoCredito,7887.25
0104-PPXDV,Nao,58,Anual,CartaoCredito,2878.55
9548-ZMVTX,Sim,72,2 anos,DebitoAutomatico,6565.85
0021-IKXGC,Nao,1,Mensal,BoletoEletronico,72.1
4785-NKHCX,Nao,5,Mensal,DebitoAutomatico,94.15
9695-IDRZR,Sim,34,2 anos,CartaoCredito,3946.9
3810-DVDQQ,Sim,72,2 anos,DebitoAutomatico,8308.9
7921-LMDFQ,Nao,51,Anual,DebitoAutomatico,4905.75
8976-OQHGT,Sim,4,Mensal,BoletoImpresso,235.1
0697-ZMSWS,Nao,4,Mensal,BoletoEletronico,338.9
9189-JWSHV,Nao,24,Mensal,BoletoEletronico,2264.05
4023-RTIQM,Nao,31,Anual,CartaoCredito,1580.1
4349-GFQHK,Nao,1,Mensal,BoletoEletronico,54.35
8080-DDEMJ,Nao,1,Mensal,BoletoEletronico,45.1
9871-ELEYA,Sim,34,2 anos,CartaoCredito,2339.3
8685-WHQPW,Nao,22,Mensal,DebitoAutomatico,1692.6
1855-CFULU,Nao,4,Mensal,BoletoImpresso,91.45
9848-JQJTX,Nao,72,2 anos,DebitoAutomatico,7459.05
5345-BMKWB,Nao,8,Mensal,BoletoImpresso,158.35
9136-ALYBR,Nao,1,Mensal,BoletoImpresso,24.45
0495-RVCBF,Nao,1,Mensal,BoletoEletronico,79.7
2712-SYWAY,Nao,1,Mensal,BoletoEletronico,25.7
9846-GKXAS,Nao,9,Mensal,DebitoAutomatico,809.75
1932-UEDCX,Nao,33,Mensal,DebitoAutomatico,3270.25
3567-PQTSO,Sim,53,Anual,BoletoEletronico,5576.3
4685-ERGHK,Nao,57,Anual,BoletoEletronico,4939.25
0233-FTHAV,Nao,60,Anual,DebitoAutomatico,4765
6166-YIPFO,Nao,72,2 anos,BoletoEletronico,4746.05
0674-DGMAQ,Nao,32,Mensal,BoletoEletronico,2970.8
7064-FRRSW,Nao,48,Anual,BoletoEletronico,4744.35
1431-CYWMH,Sim,22,Mensal,DebitoAutomatico,454.05
6723-CEGQI,Sim,65,2 anos,BoletoImpresso,2933.95
9359-JANWS,Nao,65,2 anos,CartaoCredito,3857.1
8562-GHPPI,Nao,1,Mensal,CartaoCredito,19.8
1013-QCWAM,Nao,66,Mensal,BoletoEletronico,6690.75
4043-MKDTV,Nao,71,2 anos,BoletoEletronico,7291.75
3211-ILJTT,Nao,17,Mensal,DebitoAutomatico,1214.05
4208-UFFGW,Nao,2,Mensal,BoletoImpresso,85.15
1810-BOHSY,Nao,51,Anual,CartaoCredito,4911.05
1047-NNCBF,Nao,20,Mensal,CartaoCredito,1493.55
5945-AZYHT,Nao,71,Anual,BoletoEletronico,7854.15
2659-VXMWZ,Sim,67,Anual,BoletoEletronico,7482.1
5564-NEMQO,Nao,1,Mensal,DebitoAutomatico,75.3
4301-VVZKA,Nao,16,Mensal,BoletoEletronico,1189.4
9220-ZNKJI,Nao,55,2 anos,CartaoCredito,4805.3
4431-EDMIQ,Sim,7,Mensal,BoletoEletronico,554.05
8100-HZZLJ,Sim,43,Mensal,BoletoEletronico,2737.05
4351-QLCSU,Nao,1,Mensal,CartaoCredito,55
4815-GBTCD,Nao,4,Mensal,BoletoEletronico,99.95
5135-GRQJV,Nao,72,2 anos,BoletoImpresso,8331.95
8133-ANHHJ,Nao,49,Anual,DebitoAutomatico,5166.2
3927-NLNRY,Nao,53,Anual,DebitoAutomatico,4867.95
4611-ANLQC,Nao,60,Anual,BoletoEletronico,2911.5
1265-XTECC,Nao,68,Anual,CartaoCredito,6581.9
3259-KNMRR,Nao,57,2 anos,DebitoAutomatico,4438.2
5445-UTODQ,Nao,7,Mensal,BoletoEletronico,576.65
6569-KTMDU,Nao,1,Mensal,BoletoImpresso,19.1
2969-WGHQO,Sim,7,Anual,BoletoEletronico,477.05
2560-WBWXF,Nao,68,2 anos,DebitoAutomatico,1498.85
6849-OYAMU,Sim,19,Anual,DebitoAutomatico,1888.65
3420-YJLQT,Nao,2,Mensal,BoletoEletronico,151.75
0266-CLZKZ,Sim,67,2 anos,DebitoAutomatico,6717.9
5196-WPYOW,Sim,67,Anual,BoletoImpresso,3994.05
9609-BENEA,Nao,35,Anual,BoletoEletronico,2441.7
6465-GSRCL,Sim,67,Anual,DebitoAutomatico,7244.7
7321-PKUYW,Nao,11,Mensal,BoletoEletronico,987.95
7622-FWGEW,Nao,56,2 anos,DebitoAutomatico,4824.45
5133-VRSAB,Nao,8,Mensal,BoletoImpresso,216.45
4883-KCPZJ,Sim,22,2 anos,CartaoCredito,555.4
5003-XZWWO,Nao,71,2 anos,CartaoCredito,5956.85
8741-LQOBK,Sim,46,Mensal,DebitoAutomatico,1620.25
6408-OTUBZ,Nao,66,Anual,DebitoAutomatico,6779.05
0430-IHCDJ,Nao,15,Mensal,BoletoEletronico,749.25
7011-CVEUC,Nao,25,Mensal,CartaoCredito,2338.35
5871-DGTXZ,Nao,32,Anual,BoletoImpresso,607.7
1907-YLNYW,Nao,8,Mensal,BoletoEletronico,579
9575-IWCAZ,Nao,6,Anual,BoletoImpresso,171
2637-FKFSY,Nao,3,Mensal,BoletoImpresso,130.15
1357-MVDOZ,Sim,11,Mensal,DebitoAutomatico,683.25
1379-FRVEB,Sim,15,Mensal,BoletoEletronico,1430.05
0634-SZPQA,Nao,23,Mensal,DebitoAutomatico,2169.8
9214-EKVXR,Nao,1,Mensal,BoletoImpresso,44
6967-PEJLL,Sim,37,Anual,BoletoEletronico,1525.35
5457-COLHT,Sim,69,2 anos,DebitoAutomatico,5542.55
8766-PAFNE,Nao,71,2 anos,CartaoCredito,5564.85
5590-ZSKRV,Sim,8,Mensal,BoletoImpresso,482.25
6505-OZNPG,Nao,6,2 anos,BoletoImpresso,348.8
5641-DMBFJ,Nao,58,2 anos,BoletoEletronico,4916.4
9831-BPFRI,Sim,39,Anual,BoletoEletronico,3474.45
2322-VCZHZ,Nao,23,Mensal,BoletoEletronico,2024.1
1764-VUUMT,Sim,66,2 anos,CartaoCredito,1269.1
6418-HNFED,Nao,51,2 anos,CartaoCredito,4089.45
6437-UKHMV,Nao,7,Mensal,BoletoEletronico,586.05
1272-ILHFG,Sim,15,Anual,BoletoImpresso,332.65
1591-NFNLQ,Nao,51,Mensal,CartaoCredito,4242.35
7234-KMNRQ,Nao,4,Mensal,BoletoImpresso,73.45
1310-QRITU,Nao,18,Mensal,BoletoEletronico,913.3
8178-EYZUO,Nao,46,Mensal,BoletoEletronico,4154.8
1400-MMYXY,Nao,3,Mensal,BoletoEletronico,334.65
9953-ZMKSM,Nao,63,2 anos,BoletoImpresso,1559.3
1527-SXDPN,Sim,52,2 anos,DebitoAutomatico,4990.25
1703-MGIAB,Nao,17,Mensal,BoletoImpresso,1108
7156-MXBJE,Nao,43,Anual,CartaoCredito,3662.25
8232-UTFOZ,Nao,69,2 anos,CartaoCredito,1399.35
3486-HOOGQ,Sim,70,2 anos,DebitoAutomatico,5743.3
7356-AYNJP,Nao,4,Anual,BoletoEletronico,97.5
6685-XSHHU,Sim,60,2 anos,DebitoAutomatico,1270.55
5590-YRFJT,Nao,20,Mensal,BoletoEletronico,482.8
6265-SXWBU,Sim,69,Anual,CartaoCredito,6511.25
6891-JPYFF,Sim,48,Mensal,CartaoCredito,4997.5
6656-JWRQX,Nao,1,Mensal,BoletoImpresso,30.55
7743-EXURX,Sim,8,Mensal,BoletoEletronico,415.05
6127-IYJOZ,Nao,1,Mensal,BoletoImpresso,45.85
2576-HXMPA,Nao,1,Mensal,CartaoCredito,19.55
8022-BECSI,Nao,22,Anual,BoletoImpresso,422.5
0786-VSSUD,Nao,16,Mensal,BoletoImpresso,679.85
9924-JPRMC,Nao,72,2 anos,BoletoEletronico,8547.15
9314-QDMDW,Nao,11,Anual,BoletoEletronico,729.95
5339-PXDVH,Nao,4,Mensal,BoletoEletronico,367.95
2017-CCBLH,Nao,8,2 anos,BoletoImpresso,141.6
5020-ZSTTY,Nao,54,Anual,DebitoAutomatico,4350.1
5930-GBIWP,Nao,69,2 anos,CartaoCredito,5553.25
6961-VCPMC,Nao,46,Mensal,BoletoEletronico,3605.2
0254-WWRKD,Sim,67,Anual,CartaoCredito,3431.75
5248-KWLAR,Sim,71,2 anos,BoletoEletronico,6325.25
1302-UHBDD,Nao,20,Mensal,BoletoEletronico,1648.45
9158-VCTQB,Nao,41,Mensal,DebitoAutomatico,4594.95
7273-TEFQD,Nao,3,Mensal,BoletoEletronico,132.2
6537-OTKMY,Nao,15,Anual,BoletoEletronico,688.2
6298-QDFNH,Nao,22,Mensal,BoletoEletronico,1730.35
8854-CCVSQ,Nao,18,Mensal,BoletoEletronico,1451.9
9734-YWGEX,Nao,9,Mensal,CartaoCredito,923.5
9040-KZVWO,Nao,26,Anual,DebitoAutomatico,2018.1
0308-GIQJT,Nao,71,Anual,DebitoAutomatico,7382.85
0307-BCOPK,Nao,16,Anual,BoletoImpresso,326.65
3219-JQRSL,Nao,72,2 anos,CartaoCredito,6352.4
1839-UMACK,Nao,42,Anual,BoletoEletronico,949.85
5014-WUQMG,Sim,47,Anual,BoletoEletronico,4391.45
0420-TXVSG,Nao,66,2 anos,CartaoCredito,4428.45
6633-MPWBS,Nao,5,Mensal,BoletoEletronico,216.9
8650-RHRKE,Nao,4,Mensal,BoletoEletronico,118.5
4530-NDRKU,Sim,42,Anual,BoletoEletronico,761.85
9955-QOPOY,Nao,69,Anual,CartaoCredito,4263.4
3680-CTHUH,Nao,60,Anual,CartaoCredito,7049.5
5961-VUSRV,Nao,12,Anual,DebitoAutomatico,219.35
1589-AGTLK,Nao,3,Mensal,BoletoEletronico,141.5
7055-VKGDA,Nao,54,Anual,CartaoCredito,5643.4
1641-BYBTK,Sim,6,Mensal,BoletoImpresso,98.35
5919-VCZYM,Nao,2,Mensal,BoletoImpresso,42.7
0716-BQNDX,Nao,57,2 anos,BoletoEletronico,5625.55
8838-GPHZP,Nao,63,2 anos,BoletoImpresso,1298.7
5274-XHAKY,Sim,41,Mensal,DebitoAutomatico,3893.6
8929-KSWIH,Nao,25,2 anos,DebitoAutomatico,2513.5
6916-HIJSE,Nao,65,2 anos,DebitoAutomatico,5459.2
2228-BZDEE,Nao,54,2 anos,BoletoImpresso,1079.45
1346-PJWTK,Nao,61,Mensal,CartaoCredito,5731.85
1561-BWHIN,Sim,19,Anual,BoletoImpresso,344.5
2882-DDZPG,Nao,12,Mensal,DebitoAutomatico,227.45
9648-BCHKM,Sim,18,2 anos,CartaoCredito,471.35
1930-QPBVZ,Sim,68,2 anos,DebitoAutomatico,6683.4
5299-RULOA,Sim,10,Mensal,BoletoEletronico,1064.65
1626-ERCMM,Nao,20,Mensal,BoletoEletronico,1899.65
8019-ENHXU,Nao,42,Mensal,BoletoEletronico,4138.05
7795-CFOCW,Nao,45,Anual,DebitoAutomatico,1840.75
0906-QVPMS,Nao,72,2 anos,DebitoAutomatico,8349.45
4118-CEVPF,Nao,35,Anual,DebitoAutomatico,3836.3
5968-XQIVE,Sim,72,Anual,BoletoEletronico,6588.95
9305-CDSKC,Nao,8,Mensal,BoletoEletronico,820.5
3521-SYVOR,Nao,37,Mensal,BoletoEletronico,2345.2
5149-TGWDZ,Nao,21,Anual,BoletoImpresso,2239.4
1265-BCFEO,Nao,71,2 anos,DebitoAutomatico,5662.25
6873-UDNLD,Nao,40,Mensal,BoletoEletronico,2731
7143-BQIBA,Nao,10,Mensal,DebitoAutomatico,612.95
4526-ZJJTM,Nao,25,Mensal,DebitoAutomatico,2191.15
7576-ASEJU,Sim,41,Anual,CartaoCredito,3187.65
9190-MFJLN,Nao,19,Mensal,CartaoCredito,1777.9
6242-MBHPK,Nao,23,Mensal,BoletoEletronico,2326.05
1400-WIVLL,Nao,57,2 anos,BoletoEletronico,5969.85
3489-HHPFY,Nao,2,Mensal,BoletoEletronico,134.05
7560-QJAVJ,Nao,70,2 anos,DebitoAutomatico,5589.45
3722-WPXTK,Nao,1,Mensal,BoletoEletronico,88.35
0748-RDGGM,Nao,70,Anual,DebitoAutomatico,7534.65
6719-FGEDO,Nao,72,2 anos,DebitoAutomatico,7104.2
5130-IEKQT,Nao,25,Mensal,BoletoImpresso,2655.25
4391-RESHN,Nao,23,Mensal,BoletoImpresso,2470.1
7941-RCJOW,Nao,65,2 anos,CartaoCredito,1218.65
1760-CAZHT,Sim,25,Mensal,BoletoImpresso,460.2
2774-LVQUS,Nao,15,Mensal,BoletoEletronico,1258.3
6128-AQBMT,Nao,41,Mensal,BoletoEletronico,2215.4
0674-EYYZV,Nao,1,Mensal,BoletoEletronico,54.65
1661-CZBAU,Nao,48,Anual,DebitoAutomatico,3629.2
5949-EBSQK,Sim,4,Mensal,CartaoCredito,229.55
8573-JGCZW,Nao,17,Anual,DebitoAutomatico,351.55
6661-HBGWL,Nao,42,Mensal,DebitoAutomatico,4323.45
7989-AWGEH,Sim,49,Mensal,BoletoEletronico,1838.15
4703-MQYKT,Nao,21,2 anos,BoletoImpresso,390.4
6993-YCOBK,Sim,60,2 anos,BoletoEletronico,6586.85
5356-KZCKT,Nao,58,2 anos,CartaoCredito,1513.6
5124-EOGYE,Nao,31,2 anos,BoletoImpresso,638.55
4455-BFSPD,Nao,61,Anual,DebitoAutomatico,6383.9
4423-JWZJN,Sim,64,Anual,CartaoCredito,5629.15
4891-NLUBA,Sim,61,2 anos,DebitoAutomatico,3751.15
3200-MNQTF,Nao,67,2 anos,CartaoCredito,4677.1
1073-XXCZD,Nao,55,2 anos,DebitoAutomatico,1443.65
3556-BVQGL,Nao,20,Anual,BoletoImpresso,416.45
6416-YJTTB,Nao,11,Mensal,DebitoAutomatico,795.65
0017-IUDMW,Sim,72,2 anos,CartaoCredito,8456.75
9297-FVVDH,Sim,57,2 anos,BoletoEletronico,4845.4
1282-IHQAC,Nao,70,Anual,CartaoCredito,3011.65
1936-UAFEH,Nao,68,2 anos,CartaoCredito,7279.35
8937-RDTHP,Nao,1,Mensal,BoletoImpresso,84.6
8627-ZYGSZ,Nao,47,Anual,BoletoEletronico,3650.35
7459-RRWQZ,Nao,15,Mensal,DebitoAutomatico,994.55
1085-LDWAM,Sim,69,Anual,CartaoCredito,1442.65
3656-TKRVZ,Nao,3,Mensal,BoletoEletronico,165.2
4760-XOHVN,Sim,1,Mensal,BoletoImpresso,19.45
4622-YNKIJ,Nao,33,2 anos,BoletoEletronico,3027.65
1172-VIYBP,Sim,53,2 anos,DebitoAutomatico,3686.05
6729-GDNGC,Nao,20,Mensal,DebitoAutomatico,1614.2
9497-QCMMS,Nao,1,Mensal,BoletoEletronico,93.55
3587-PMCOY,Nao,10,Anual,BoletoEletronico,1064.95
3043-SUDUA,Nao,32,Mensal,DebitoAutomatico,601.55
7901-TBKJX,Nao,56,Mensal,BoletoEletronico,5594
0825-CPPQH,Nao,71,2 anos,CartaoCredito,1372.45
2398-YPMUR,Nao,13,Mensal,BoletoEletronico,916.75
8006-PYCSW,Nao,2,Mensal,BoletoImpresso,39.8
3853-LYGAM,Nao,17,Mensal,DebitoAutomatico,1640
5493-SDRDQ,Nao,2,Mensal,BoletoImpresso,113.35
1335-HQMKX,Nao,72,Anual,BoletoEletronico,7323.15
2812-ENYMO,Nao,26,Anual,CartaoCredito,1362.85
0568-ONFPC,Sim,5,Mensal,DebitoAutomatico,135
6023-YEBUP,Nao,3,Mensal,BoletoEletronico,329.95
6103-BOCOU,Nao,26,Mensal,BoletoEletronico,2193
2581-VKIRT,Sim,59,Anual,BoletoImpresso,3801.3
4353-HYOJD,Sim,27,Mensal,BoletoImpresso,1336.15
4188-FRABG,Nao,57,Mensal,BoletoEletronico,5925.75
4855-SNKMY,Nao,1,Mensal,BoletoEletronico,44.1
5995-WWKKG,Nao,37,Anual,BoletoEletronico,695.05
0311-QYWSS,Nao,6,Mensal,BoletoEletronico,314.6
3583-KRKMD,Nao,18,Mensal,DebitoAutomatico,1373.05
5828-AVIPD,Sim,19,Anual,BoletoEletronico,1875.55
8311-UEUAB,Sim,67,2 anos,BoletoEletronico,5229.45
8910-LEDAG,Nao,34,Mensal,CartaoCredito,2427.35
7639-SUPCW,Nao,22,Mensal,CartaoCredito,1054.6
0750-EBAIU,Nao,52,Anual,BoletoEletronico,4738.3
9200-NLNPD,Nao,56,Anual,DebitoAutomatico,2959.8
1658-BYGOY,Nao,18,Mensal,BoletoEletronico,1752.55
4913-EHYUI,Sim,56,Anual,DebitoAutomatico,5794.65
8266-VBFQL,Nao,4,Mensal,BoletoEletronico,356.65
1229-RCALF,Nao,64,Anual,BoletoEletronico,7396.15
6754-LZUKA,Nao,61,2 anos,DebitoAutomatico,4932.5
7005-CYUIL,Nao,71,2 anos,BoletoEletronico,7168.25
5832-XKAES,Nao,2,Mensal,CartaoCredito,134.7
8979-CAMGB,Nao,64,Anual,BoletoEletronico,6688.1
1216-BGTSP,Nao,45,Mensal,CartaoCredito,4964.7
9229-RQABD,Nao,18,Anual,BoletoImpresso,424.5
3727-OVPRY,Sim,66,Anual,CartaoCredito,1714.55
3891-NLXJB,Nao,37,2 anos,BoletoImpresso,1390.85
8219-VYBVI,Sim,39,2 anos,BoletoImpresso,1004.35
4822-YCXMX,Nao,25,Mensal,BoletoEletronico,2043.45
0428-IKYCP,Nao,22,Mensal,DebitoAutomatico,1850.65
3146-JTQHR,Nao,10,Anual,DebitoAutomatico,189.45
7813-TKCVO,Nao,20,Anual,BoletoImpresso,393.15
1465-LNTLJ,Nao,8,Mensal,CartaoCredito,581.7
3126-WQMGH,Nao,49,Mensal,CartaoCredito,2583.75
8777-MBMTS,Nao,65,2 anos,CartaoCredito,6725.5
4706-DGAHW,Nao,1,Mensal,BoletoEletronico,45.2
4192-GORJT,Nao,5,Mensal,BoletoEletronico,498.1
2057-BOYKM,Nao,72,2 anos,DebitoAutomatico,6827.5
7566-DSRLQ,Nao,72,2 anos,BoletoEletronico,7998.8
5447-WZAFP,Nao,53,Anual,BoletoImpresso,5200.8
1228-ZLNBX,Nao,21,Mensal,BoletoImpresso,1570.7
9844-FELAJ,Sim,70,Anual,BoletoEletronico,7475.85
5136-KCKGI,Sim,33,Anual,BoletoImpresso,3467
6825-UYPFK,Nao,23,Mensal,DebitoAutomatico,1758.6
1716-LSAMB,Sim,45,2 anos,DebitoAutomatico,2553.7
8008-OTEZX,Sim,35,Anual,BoletoImpresso,708.8
4488-PSYCG,Nao,16,Mensal,DebitoAutomatico,327.45
5855-EIBDE,Nao,49,2 anos,CartaoCredito,5174.35
4667-OHGKG,Nao,1,Mensal,BoletoImpresso,19.3
0909-SELIE,Nao,61,2 anos,DebitoAutomatico,4860.85
8395-ETZKQ,Sim,68,Anual,DebitoAutomatico,1193.55
2465-BLLEU,Nao,1,Mensal,BoletoImpresso,19.75
5110-CHOPY,Nao,60,2 anos,BoletoEletronico,3237.05
3088-FVYWK,Sim,53,2 anos,CartaoCredito,1336.1
2357-COQEK,Nao,28,Mensal,BoletoEletronico,2890.65
7538-GWHML,Nao,2,Mensal,BoletoEletronico,145.15
9605-WGJVW,Nao,1,Mensal,BoletoEletronico,70.2
4547-LYTDD,Nao,16,Mensal,BoletoEletronico,1194.3
0464-WJTKO,Sim,72,2 anos,DebitoAutomatico,1460.85
0314-TKOSI,Nao,6,Mensal,BoletoImpresso,322.9
2081-VEYEH,Nao,3,Mensal,BoletoEletronico,318.6
5131-PONJI,Sim,49,Mensal,CartaoCredito,4494.65
8280-MQRQN,Nao,1,Mensal,BoletoImpresso,50.45
2267-FPIMA,Nao,50,Mensal,CartaoCredito,4914.9
0282-NVSJS,Sim,12,Mensal,BoletoImpresso,355.9
5389-FFVKB,Nao,32,Mensal,CartaoCredito,2483.05
9625-QNLUX,Sim,68,2 anos,CartaoCredito,7074.4
4013-GUXND,Nao,1,Mensal,BoletoImpresso,20.8
2361-FJWNO,Nao,40,Anual,CartaoCredito,1382.9
5404-GGUKR,Nao,5,Mensal,BoletoEletronico,262.3
9065-ZCPQX,Nao,72,2 anos,DebitoAutomatico,5763.15
5597-GLBUC,Nao,1,Mensal,BoletoEletronico,85.45
8819-ZBYNA,Nao,58,2 anos,CartaoCredito,6393.65
1131-ALZWV,Nao,24,Anual,DebitoAutomatico,605.25
0013-EXCHZ,Nao,3,Mensal,BoletoImpresso,267.4
0962-CQPWQ,Sim,62,2 anos,DebitoAutomatico,1296.15
7030-FZTFM,Sim,72,2 anos,CartaoCredito,7922.75
3923-CSIHK,Nao,50,Mensal,BoletoEletronico,3444.85
9800-OUIGR,Sim,66,2 anos,CartaoCredito,1374.2
6080-TCMYC,Sim,40,Mensal,BoletoEletronico,3292.3
0635-WKOLD,Nao,40,Anual,CartaoCredito,2921.75
5696-CEIQJ,Sim,67,2 anos,DebitoAutomatico,6895.5
4840-ORQXB,Nao,56,Mensal,BoletoEletronico,5841.35
3774-VBNXY,Sim,64,2 anos,BoletoImpresso,1277.75
8875-AKBYH,Nao,20,Mensal,BoletoEletronico,1745.2
7375-WMVMT,Nao,71,2 anos,CartaoCredito,6707.15
1163-ONYEY,Sim,41,Mensal,CartaoCredito,3023.55
1814-WFGVS,Sim,72,2 anos,BoletoImpresso,3527
1337-BOZWO,Sim,18,Anual,CartaoCredito,812.4
9470-YFUYI,Nao,71,Anual,DebitoAutomatico,5012.1
6374-AFWOX,Nao,46,2 anos,BoletoImpresso,3047.15
3190-ITQXP,Sim,46,2 anos,DebitoAutomatico,890.35
6195-MELTI,Nao,57,Anual,BoletoImpresso,3134.7
2200-DSAAL,Nao,68,2 anos,BoletoEletronico,5330.2
7537-RBWEA,Nao,1,Mensal,BoletoImpresso,25.15
1087-GRUYI,Nao,38,2 anos,DebitoAutomatico,743.5
9029-FEGVJ,Nao,32,Mensal,BoletoImpresso,2570
9588-OZDMQ,Nao,2,Mensal,BoletoEletronico,89.75
9272-LSVYH,Nao,10,Mensal,BoletoImpresso,735.5
3910-MRQOY,Nao,72,2 anos,DebitoAutomatico,1496.45
4616-ULAOA,Sim,65,2 anos,CartaoCredito,7245.9
5628-FCGYG,Nao,21,Mensal,BoletoEletronico,1737.45
1945-XISKS,Nao,67,2 anos,BoletoImpresso,1335.2
4123-FCVCB,Nao,12,Anual,BoletoImpresso,854.45
6402-ZFPPI,Nao,25,Mensal,BoletoImpresso,2660.2
1200-TUZHR,Nao,8,Mensal,BoletoEletronico,695.75
7617-EYGLW,Nao,1,Mensal,BoletoEletronico,19.45
4293-ETKAP,Sim,65,2 anos,DebitoAutomatico,5071.9
7580-UGXNC,Nao,2,Mensal,BoletoImpresso,104.2
7599-NTMDP,Sim,62,2 anos,DebitoAutomatico,3008.55
0362-ZBZWJ,Nao,36,Mensal,BoletoEletronico,3067.2
7190-XHTWJ,Nao,38,Anual,BoletoImpresso,755.5
3950-VPYJB,Sim,57,Anual,BoletoImpresso,3509.4
8512-WIWYV,Nao,32,Anual,CartaoCredito,707.5
8782-LKFPK,Nao,44,Mensal,BoletoImpresso,4063
1251-KRREG,Nao,2,Mensal,BoletoImpresso,114.1
4361-BKAXE,Nao,41,Mensal,DebitoAutomatico,4527.45
4373-MAVJG,Sim,14,Mensal,DebitoAutomatico,1259
5018-GWURO,Nao,56,Mensal,DebitoAutomatico,4902.8
8972-HJWNV,Nao,7,Mensal,BoletoEletronico,646.85
7706-DZNKK,Nao,11,Mensal,CartaoCredito,237.3
5039-LZRQT,Nao,13,Anual,BoletoImpresso,273.25
5360-LJCNJ,Nao,71,2 anos,DebitoAutomatico,7555
9092-GDZKO,Nao,22,Mensal,CartaoCredito,493.4
0959-WHOKV,Nao,42,Anual,BoletoEletronico,4298.45
5312-TSZVC,Sim,15,Anual,BoletoImpresso,270.6
1063-DHQJF,Sim,69,2 anos,BoletoImpresso,6480.9
5934-TSSAU,Sim,23,Mensal,CartaoCredito,1702.9
8496-EJAUI,Nao,19,Mensal,CartaoCredito,1424.5
5135-RDDQL,Sim,63,2 anos,DebitoAutomatico,3221.25
2256-YLYLP,Sim,68,2 anos,DebitoAutomatico,4953.25
0318-QUUOB,Nao,1,Mensal,BoletoEletronico,80.55
5087-SUURX,Nao,18,Mensal,BoletoEletronico,669.85
0114-IGABW,Nao,71,2 anos,DebitoAutomatico,4145.9
5003-OKNNK,Sim,15,Anual,CartaoCredito,335.95
5647-URDKA,Sim,8,2 anos,BoletoImpresso,130.25
9961-JBNMK,Nao,21,Mensal,DebitoAutomatico,2030.3
3462-BJQQA,Nao,6,Mensal,BoletoEletronico,552.65
9309-BZGNT,Nao,69,Anual,CartaoCredito,2134.3
1209-VFFOC,Sim,68,2 anos,BoletoImpresso,3948.45
7814-LEEVE,Nao,1,Mensal,DebitoAutomatico,20.3
4636-TVXVG,Sim,62,Anual,DebitoAutomatico,1244.8
4000-VGMQP,Sim,38,Anual,CartaoCredito,2862.55
2952-QAYZF,Nao,5,Mensal,BoletoEletronico,424.15
5567-WSELE,Nao,3,Mensal,BoletoEletronico,279.55
9659-QEQSY,Nao,45,Mensal,BoletoEletronico,5125.5
5624-BQSSA,Nao,1,Mensal,BoletoImpresso,20.95
7020-OZKXZ,Nao,9,Mensal,CartaoCredito,637.4
0599-XNYDO,Nao,20,Mensal,DebitoAutomatico,1540.35
6987-XQSJT,Nao,54,Mensal,BoletoEletronico,4370.25
5495-GPSRW,Nao,20,2 anos,BoletoImpresso,419.4
6583-SZVGP,Nao,48,2 anos,DebitoAutomatico,5067.45
8904-OPDCK,Nao,54,Mensal,DebitoAutomatico,1364.75
0248-IPDFW,Nao,1,Mensal,BoletoEletronico,50.1
1478-VPOAD,Nao,1,Mensal,BoletoEletronico,43.8
7601-WFVZV,Nao,1,Mensal,BoletoImpresso,19.55
8859-YSTWS,Nao,48,Anual,DebitoAutomatico,1004.5
1622-HSHSF,Nao,1,Mensal,BoletoImpresso,19.55
9938-ZREHM,Nao,37,Anual,BoletoImpresso,2658.4
9441-QHEVC,Nao,1,Mensal,BoletoImpresso,19.1
8874-EJNSR,Sim,39,2 anos,BoletoImpresso,987.95
3446-QDSZF,Nao,4,Mensal,CartaoCredito,227.35
8277-RVRSV,Sim,33,Anual,CartaoCredito,800.3
6082-GLJIX,Nao,18,Mensal,BoletoImpresso,331.35
0742-MOABM,Nao,4,Mensal,BoletoImpresso,179.35
6922-NCEDI,Sim,56,Anual,BoletoImpresso,1238.65
3884-HCSWG,Nao,17,Mensal,BoletoEletronico,1144.5
6893-ODYYE,Nao,50,Anual,CartaoCredito,4549.45
0794-YVSGE,Sim,72,2 anos,DebitoAutomatico,1401.15
9494-MRNYX,Nao,10,Mensal,BoletoEletronico,786.3
7267-FRMJW,Sim,25,2 anos,BoletoImpresso,486.05
1987-AUELQ,Nao,71,2 anos,CartaoCredito,1873.7
6286-ZHAOK,Sim,20,Mensal,DebitoAutomatico,507.4
7508-MYBOG,Nao,14,Mensal,BoletoEletronico,1235.55
6388-TABGU,Sim,62,Anual,DebitoAutomatico,3487.95
0420-BWTPW,Sim,8,Mensal,BoletoImpresso,215.2
8058-DMYRU,Nao,54,Mensal,BoletoEletronico,4931.8
5734-EJKXG,Nao,61,Anual,BoletoEletronico,7365.7
4111-BNXIF,Sim,67,2 anos,BoletoEletronico,4103.9
8050-DVOJX,Nao,49,2 anos,CartaoCredito,4060.9
7975-JMZNT,Nao,66,2 anos,DebitoAutomatico,6075.9
3384-CTMSF,Nao,47,Mensal,BoletoEletronico,5135.15
2782-JEEBU,Nao,21,Mensal,BoletoImpresso,780.15
5649-RXQTV,Nao,51,Mensal,BoletoEletronico,5038.15
4824-GUCBY,Nao,22,Mensal,BoletoEletronico,1820.9
6394-HHHZM,Nao,3,Mensal,BoletoImpresso,57.5
9405-GPBBG,Nao,64,2 anos,CartaoCredito,7069.25
